day,policy,saturation,memory,backlog_start,arrivals,closed,backlog,missed,gross,liability,recovered,legitimate_margin,authentication_cost,operating_cost,value,service_work,capacity,scenario
12,delayed,0.80000000,0.58223214,2072,211,164,2119,0,85534.16320291,64663.82738140,23267.37073941,4953.00000000,617.14285714,164.57142857,-37225.17092770,182.50000000,182.85714286,High displacement
13,delayed,0.80000000,0.59856473,2119,200,168,2151,1,81817.20402608,61853.80624372,25781.27622929,4953.00000000,617.14285714,164.57142857,-31901.24430014,182.75000000,182.85714286,High displacement
14,delayed,0.80000000,0.61367238,2151,233,170,2214,4,95696.15437843,72346.29271009,23206.20877660,4953.00000000,617.14285714,164.57142857,-44968.79821921,182.75000000,182.85714286,High displacement
15,delayed,0.80000000,0.62764695,2214,213,166,2261,1,84236.79144437,63683.01433194,23464.63905236,4953.00000000,617.14285714,164.57142857,-36047.08956530,182.75000000,182.85714286,High displacement
16,delayed,0.80000000,0.64057343,2261,246,170,2337,3,101973.08171418,77091.64977592,23451.13165170,4953.00000000,617.14285714,164.57142857,-49469.23240993,182.00000000,182.85714286,High displacement
17,delayed,0.80000000,0.65253042,2337,248,167,2418,4,88810.28792636,67140.57767233,19642.96449229,4953.00000000,617.14285714,164.57142857,-43326.32746576,182.50000000,182.85714286,High displacement
18,delayed,0.80000000,0.66359064,2418,219,172,2465,6,84364.52561571,63779.58136547,27126.53004875,4953.00000000,617.14285714,164.57142857,-32481.76560243,182.75000000,182.85714286,High displacement
19,delayed,0.80000000,0.67382134,2465,239,170,2534,3,96995.41156280,73328.53114148,20689.36737990,4953.00000000,617.14285714,164.57142857,-48467.87804729,182.50000000,182.85714286,High displacement
20,delayed,0.80000000,0.68328474,2534,223,171,2586,5,86274.00230635,65223.14574360,23390.88891492,4953.00000000,617.14285714,164.57142857,-37660.97111440,182.00000000,182.85714286,High displacement
21,delayed,0.80000000,0.69203839,2586,233,171,2648,5,82834.17072174,62622.63306564,22673.70233784,4953.00000000,617.14285714,164.57142857,-35777.64501352,182.25000000,182.85714286,High displacement
22,delayed,0.80000000,0.70013551,2648,248,167,2729,5,93371.63922390,70588.95925327,21164.97310920,4953.00000000,617.14285714,164.57142857,-45252.70042978,182.75000000,182.85714286,High displacement
23,delayed,0.80000000,0.70762534,2729,217,166,2780,2,81421.05913414,61554.32070541,18024.24411694,4953.00000000,617.14285714,164.57142857,-39358.79087419,182.50000000,182.85714286,High displacement
24,delayed,0.80000000,0.71455344,2780,239,216,2803,50,93531.59814063,70709.88819432,22967.22115352,4953.00000000,617.14285714,164.57142857,-43571.38132651,182.75000000,182.85714286,High displacement
25,delayed,0.80000000,0.72096193,2803,251,213,2841,45,94554.50881986,71483.20866781,24610.37827811,4953.00000000,617.14285714,164.57142857,-42701.54467542,182.75000000,182.85714286,High displacement
26,delayed,0.80000000,0.72688979,2841,235,200,2876,32,79577.74771930,60160.77727579,23790.61986108,4953.00000000,617.14285714,164.57142857,-32198.87170042,182.50000000,182.85714286,High displacement
27,delayed,0.80000000,0.73237306,2876,238,231,2883,65,90426.39986687,68362.35829935,24332.45213668,4953.00000000,617.14285714,164.57142857,-39858.62044839,182.75000000,182.85714286,High displacement
28,delayed,0.80000000,0.73744508,2883,129,214,2798,47,42173.43424196,31883.11628692,28125.49476790,4953.00000000,617.14285714,164.57142857,413.66419526,182.75000000,182.85714286,High displacement
29,delayed,0.80000000,0.74213670,2798,133,246,2685,79,53094.75128152,40139.63196883,24510.60384673,4953.00000000,617.14285714,164.57142857,-11457.74240781,182.50000000,182.85714286,High displacement
30,delayed,0.80000000,0.74647644,2685,141,246,2580,81,53753.35754516,40637.53830414,21147.78422896,4953.00000000,617.14285714,164.57142857,-15318.46836090,182.00000000,182.85714286,High displacement
31,delayed,0.80000000,0.75049071,2580,148,220,2508,54,59535.10588039,45008.54004557,22365.58941636,4953.00000000,617.14285714,164.57142857,-18471.66491492,182.75000000,182.85714286,High displacement
32,delayed,0.80000000,0.75420391,2508,132,239,2401,73,49458.49708478,37390.62379609,21353.46857629,4953.00000000,617.14285714,164.57142857,-11865.86950552,182.25000000,182.85714286,High displacement
33,delayed,0.80000000,0.75763861,2401,146,222,2325,57,54243.05696440,41007.75106509,20097.80604801,4953.00000000,617.14285714,164.57142857,-16738.65930279,182.75000000,182.85714286,High displacement
34,delayed,0.80000000,0.76081572,2325,156,233,2248,68,50194.13007189,37946.76233435,21469.32367584,4953.00000000,617.14285714,164.57142857,-12306.15294422,182.00000000,182.85714286,High displacement
35,delayed,0.80000000,0.76375454,2248,145,250,2143,83,55226.63659768,41751.33726785,21112.13804457,4953.00000000,617.14285714,164.57142857,-16467.91350899,182.75000000,182.85714286,High displacement
36,delayed,0.80000000,0.76647295,2143,152,217,2078,50,62325.41901141,47118.01677263,23759.71153980,4953.00000000,617.14285714,164.57142857,-19187.01951855,182.00000000,182.85714286,High displacement
37,delayed,0.80000000,0.76898748,2078,166,239,2005,72,66448.89705249,50235.36617168,20616.85759859,4953.00000000,617.14285714,164.57142857,-25447.22285881,182.25000000,182.85714286,High displacement
38,delayed,0.80000000,0.77131342,2005,135,250,1890,84,51050.99444260,38594.55179861,19850.26845205,4953.00000000,617.14285714,164.57142857,-14572.99763227,182.00000000,182.85714286,High displacement
39,delayed,0.80000000,0.77346491,1890,152,235,1807,69,61196.13735383,46264.27983950,21035.51892235,4953.00000000,617.14285714,164.57142857,-21057.47520287,182.75000000,182.85714286,High displacement
40,delayed,0.80000000,0.77545504,1807,144,240,1711,72,54494.17884640,41197.59920788,20686.43128416,4953.00000000,617.14285714,164.57142857,-16339.88220943,182.50000000,182.85714286,High displacement
41,delayed,0.80000000,0.77729591,1711,153,169,1695,5,59045.31342913,44638.25695242,18431.88049372,4953.00000000,617.14285714,164.57142857,-22035.09074441,182.00000000,182.85714286,High displacement
42,delayed,0.80000000,0.77899872,1695,147,168,1674,2,53969.08702296,40800.62978936,21322.00098463,4953.00000000,617.14285714,164.57142857,-15307.34309045,182.25000000,182.85714286,High displacement
43,delayed,0.80000000,0.78057382,1674,169,168,1675,3,67461.41740188,51000.83155582,23281.33424781,4953.00000000,617.14285714,164.57142857,-23548.21159373,182.75000000,182.85714286,High displacement
44,delayed,0.80000000,0.78203078,1675,133,164,1644,0,51620.26430688,39024.91981600,21496.96389666,4953.00000000,617.14285714,164.57142857,-13356.67020505,182.75000000,182.85714286,High displacement
45,delayed,0.80000000,0.78337847,1644,143,169,1618,2,53346.81055241,40330.18877762,21807.21422756,4953.00000000,617.14285714,164.57142857,-14351.68883577,182.75000000,182.85714286,High displacement
46,delayed,0.80000000,0.78462509,1618,125,168,1575,4,47829.63123477,36159.20121348,25290.43108777,4953.00000000,617.14285714,164.57142857,-6697.48441143,182.00000000,182.85714286,High displacement
47,delayed,0.80000000,0.78577820,1575,133,166,1542,0,51109.30026462,38638.63100006,22722.37355501,4953.00000000,617.14285714,164.57142857,-11744.97173076,182.25000000,182.85714286,High displacement
48,delayed,0.80000000,0.78684484,1542,144,171,1515,5,63163.91555264,47751.92015780,20716.05693463,4953.00000000,617.14285714,164.57142857,-22864.57750889,182.00000000,182.85714286,High displacement
49,delayed,0.80000000,0.78783148,1515,154,166,1503,2,62759.30495937,47446.03454928,22082.25463321,4953.00000000,617.14285714,164.57142857,-21192.49420179,182.00000000,182.85714286,High displacement
50,delayed,0.80000000,0.78874412,1503,133,165,1471,1,46516.89394690,35166.77182386,21579.56014471,4953.00000000,617.14285714,164.57142857,-9415.92596486,182.50000000,182.85714286,High displacement
51,delayed,0.80000000,0.78958831,1471,124,168,1427,1,49212.11425399,37204.35837602,21868.43578716,4953.00000000,617.14285714,164.57142857,-11164.63687457,182.25000000,182.85714286,High displacement
52,delayed,0.80000000,0.79036918,1427,142,171,1398,4,52993.47522383,40063.06726922,20461.71806409,4953.00000000,617.14285714,164.57142857,-15430.06349084,182.50000000,182.85714286,High displacement
53,delayed,0.80000000,0.79109150,1398,143,169,1372,3,53113.50084840,40153.80664139,25070.17894418,4953.00000000,617.14285714,164.57142857,-10912.34198292,182.75000000,182.85714286,High displacement
54,delayed,0.80000000,0.79175963,1372,155,170,1357,4,56666.51780487,42839.88746048,23210.44907737,4953.00000000,617.14285714,164.57142857,-15458.15266882,182.00000000,182.85714286,High displacement
55,delayed,0.80000000,0.79237766,1357,158,171,1344,3,63332.62153340,47879.46187925,19727.77346979,4953.00000000,617.14285714,164.57142857,-23980.40269517,182.50000000,182.85714286,High displacement
56,delayed,0.80000000,0.79294934,1344,223,171,1396,6,84214.37136797,63666.06475418,20983.10574685,4953.00000000,617.14285714,164.57142857,-38511.67329305,182.50000000,182.85714286,High displacement
57,delayed,0.80000000,0.79347814,1396,217,167,1446,2,77123.68657078,58305.50704751,24251.35061347,4953.00000000,617.14285714,164.57142857,-29882.87071975,182.75000000,182.85714286,High displacement
58,delayed,0.80000000,0.79396728,1446,232,168,1510,3,89016.77107800,67296.67893497,25584.27422277,4953.00000000,617.14285714,164.57142857,-37541.11899792,182.25000000,182.85714286,High displacement
59,delayed,0.80000000,0.79441973,1510,253,167,1596,2,91024.02610696,68814.16373686,24577.92862331,4953.00000000,617.14285714,164.57142857,-40064.94939927,182.50000000,182.85714286,High displacement
60,delayed,0.80000000,0.79483825,1596,246,169,1673,2,94191.56689630,71208.82457360,23526.27913602,4953.00000000,617.14285714,164.57142857,-43511.25972330,182.00000000,182.85714286,High displacement
61,delayed,0.80000000,0.79522538,1673,209,166,1716,4,83058.77077609,62792.43070672,15857.06250745,4953.00000000,617.14285714,164.57142857,-42764.08248499,182.75000000,182.85714286,High displacement
62,delayed,0.80000000,0.79558348,1716,205,168,1753,3,76456.91403251,57801.42700858,20838.05784805,4953.00000000,617.14285714,164.57142857,-32792.08344625,182.50000000,182.85714286,High displacement
63,delayed,0.80000000,0.79591472,1753,214,167,1800,2,87468.25315551,66125.99938557,23983.57445798,4953.00000000,617.14285714,164.57142857,-37971.13921330,182.75000000,182.85714286,High displacement
64,delayed,0.80000000,0.79622111,1800,195,168,1827,2,74099.11361579,56018.92989353,21158.13081171,4953.00000000,617.14285714,164.57142857,-30689.51336754,182.50000000,182.85714286,High displacement
65,delayed,0.80000000,0.79650453,1827,242,166,1903,2,95817.95824932,72438.37643648,18402.67572588,4953.00000000,617.14285714,164.57142857,-49864.41499632,182.00000000,182.85714286,High displacement
66,delayed,0.80000000,0.79676669,1903,198,166,1935,3,77443.51321783,58547.29599268,20862.66908601,4953.00000000,617.14285714,164.57142857,-33513.34119238,182.75000000,182.85714286,High displacement
67,delayed,0.80000000,0.79700919,1935,215,170,1980,3,77275.07664791,58419.95794582,20303.70843215,4953.00000000,617.14285714,164.57142857,-33944.96379939,182.25000000,182.85714286,High displacement
68,delayed,0.80000000,0.79723350,1980,216,171,2025,6,83290.20703675,62967.39651978,19517.04460536,4953.00000000,617.14285714,164.57142857,-39279.06620013,182.25000000,182.85714286,High displacement
69,delayed,0.80000000,0.79744099,2025,210,170,2065,5,78730.44736163,59520.21820540,23965.40106794,4953.00000000,617.14285714,164.57142857,-31383.53142317,182.25000000,182.85714286,High displacement
70,delayed,0.80000000,0.79763291,2065,219,172,2112,8,84210.54717404,63663.17366358,17422.60658739,4953.00000000,617.14285714,164.57142857,-42069.28136190,182.00000000,182.85714286,High displacement
71,delayed,0.80000000,0.79781044,2112,200,168,2144,3,75033.52540537,56725.34520646,22920.76690342,4953.00000000,617.14285714,164.57142857,-29633.29258876,182.50000000,182.85714286,High displacement
72,delayed,0.80000000,0.79797466,2144,199,171,2172,7,81473.96447248,61594.31714119,22648.07732227,4953.00000000,617.14285714,164.57142857,-34774.95410464,182.50000000,182.85714286,High displacement
73,delayed,0.80000000,0.79812656,2172,205,177,2200,10,76244.81715615,57641.08177005,25880.87445831,4953.00000000,617.14285714,164.57142857,-27588.92159745,182.75000000,182.85714286,High displacement
74,delayed,0.80000000,0.79826707,2200,219,170,2249,6,81366.92476216,61513.39512019,23356.33619303,4953.00000000,617.14285714,164.57142857,-33985.77321288,182.50000000,182.85714286,High displacement
75,delayed,0.80000000,0.79839704,2249,199,171,2277,5,75502.53948076,57079.91984745,21857.50643274,4953.00000000,617.14285714,164.57142857,-31051.12770042,182.50000000,182.85714286,High displacement
76,delayed,0.80000000,0.79851726,2277,215,170,2322,5,82824.92896329,62615.64629625,23105.31903116,4953.00000000,617.14285714,164.57142857,-35339.04155080,182.50000000,182.85714286,High displacement
77,delayed,0.80000000,0.79862847,2322,224,174,2372,6,81274.46567124,61443.49604746,28267.55455389,4953.00000000,617.14285714,164.57142857,-29004.65577928,182.50000000,182.85714286,High displacement
78,delayed,0.80000000,0.79873133,2372,191,172,2391,7,73211.33885833,55347.77217689,21903.44777418,4953.00000000,617.14285714,164.57142857,-29273.03868842,182.25000000,182.85714286,High displacement
79,delayed,0.80000000,0.79882648,2391,233,165,2459,2,87459.37548178,66119.28786423,18536.83169819,4953.00000000,617.14285714,164.57142857,-43411.17045175,182.50000000,182.85714286,High displacement
80,delayed,0.80000000,0.79891450,2459,215,167,2507,2,82552.02485527,62409.33079058,19448.97893937,4953.00000000,617.14285714,164.57142857,-38789.06613693,182.75000000,182.85714286,High displacement
81,delayed,0.80000000,0.79899591,2507,197,170,2534,3,75035.08076454,56726.52105799,23176.69872169,4953.00000000,617.14285714,164.57142857,-29378.53662201,182.50000000,182.85714286,High displacement
82,delayed,0.80000000,0.79907122,2534,239,184,2589,18,86453.19139329,65358.61269333,24459.25526124,4953.00000000,617.14285714,164.57142857,-36728.07171780,182.00000000,182.85714286,High displacement
83,delayed,0.80000000,0.79914087,2589,195,219,2565,53,76156.67667865,57574.44756906,22492.73384862,4953.00000000,617.14285714,164.57142857,-30910.42800615,182.00000000,182.85714286,High displacement
0,fixed_0.2,0.20000000,0.20000000,1870,132,182,1820,0,51899.86872511,44841.48657850,32097.05336851,5103.42857143,154.28571429,164.57142857,-7959.86178141,182.00000000,182.85714286,Low arrivals
1,fixed_0.2,0.20000000,0.20000000,1820,165,182,1803,0,71635.28589168,61892.88701041,30311.76853301,5103.42857143,154.28571429,164.57142857,-26796.54704883,182.00000000,182.85714286,Low arrivals
2,fixed_0.2,0.20000000,0.20000000,1803,162,182,1783,0,60414.76227989,52198.35460983,29603.98023773,5103.42857143,154.28571429,164.57142857,-17809.80294353,182.00000000,182.85714286,Low arrivals
3,fixed_0.2,0.20000000,0.20000000,1783,151,182,1752,0,57647.17801457,49807.16180459,28663.07688617,5103.42857143,154.28571429,164.57142857,-16359.51348985,182.00000000,182.85714286,Low arrivals
4,fixed_0.2,0.20000000,0.20000000,1752,143,182,1713,0,53647.35252464,46351.31258129,29401.42103351,5103.42857143,154.28571429,164.57142857,-12165.32011920,182.00000000,182.85714286,Low arrivals
5,fixed_0.2,0.20000000,0.20000000,1713,147,182,1678,0,56876.16432083,49141.00597319,30029.20415348,5103.42857143,154.28571429,164.57142857,-14327.23039114,182.00000000,182.85714286,Low arrivals
6,fixed_0.2,0.20000000,0.20000000,1678,164,182,1660,0,58540.40691709,50578.91157636,28164.84890623,5103.42857143,154.28571429,164.57142857,-17629.49124156,182.00000000,182.85714286,Low arrivals
7,fixed_0.2,0.20000000,0.20000000,1660,185,182,1663,0,70041.29736809,60515.68092603,34660.77348708,5103.42857143,154.28571429,164.57142857,-21070.33601038,182.00000000,182.85714286,Low arrivals
8,fixed_0.2,0.20000000,0.20000000,1663,180,182,1661,0,71577.50815240,61842.96704367,29844.71101503,5103.42857143,154.28571429,164.57142857,-27213.68460007,182.00000000,182.85714286,Low arrivals
9,fixed_0.2,0.20000000,0.20000000,1661,152,182,1631,0,65980.29618593,57006.97590464,34571.79514437,5103.42857143,154.28571429,164.57142857,-17650.60933170,182.00000000,182.85714286,Low arrivals
10,fixed_0.2,0.20000000,0.20000000,1631,158,171,1618,0,57633.20150109,49795.08609694,31805.11526623,5103.42857143,154.28571429,164.57142857,-13205.39940213,182.75000000,182.85714286,Low arrivals
11,fixed_0.2,0.20000000,0.20000000,1618,172,165,1625,0,67212.85195231,58071.90408679,26916.27788149,5103.42857143,154.28571429,164.57142857,-26371.05477674,182.75000000,182.85714286,Low arrivals
12,fixed_0.2,0.20000000,0.20000000,1625,161,168,1618,0,57570.66425942,49741.05392014,27202.51358136,5103.42857143,154.28571429,164.57142857,-17753.96891021,182.00000000,182.85714286,Low arrivals
13,fixed_0.2,0.20000000,0.20000000,1618,143,167,1594,4,54110.32298618,46751.31906006,24348.34821860,5103.42857143,154.28571429,164.57142857,-17618.39941289,182.00000000,182.85714286,Low arrivals
14,fixed_0.2,0.20000000,0.20000000,1594,178,168,1604,2,74434.02510391,64310.99768978,23706.09315056,5103.42857143,154.28571429,164.57142857,-35820.33311064,182.00000000,182.85714286,Low arrivals
15,fixed_0.2,0.20000000,0.20000000,1604,153,171,1586,5,56613.34610138,48913.93103159,21285.30872040,5103.42857143,154.28571429,164.57142857,-22844.05088262,182.25000000,182.85714286,Low arrivals
16,fixed_0.2,0.20000000,0.20000000,1586,174,167,1593,3,61099.36010134,52789.84712756,23689.42444202,5103.42857143,154.28571429,164.57142857,-24315.85125697,182.25000000,182.85714286,Low arrivals
17,fixed_0.2,0.20000000,0.20000000,1593,164,168,1589,2,63362.36979117,54745.08749957,22703.07981871,5103.42857143,154.28571429,164.57142857,-27257.43625229,182.25000000,182.85714286,Low arrivals
18,fixed_0.2,0.20000000,0.20000000,1589,158,170,1577,5,52320.45848651,45204.87613234,33074.71460650,5103.42857143,154.28571429,164.57142857,-7345.59009727,182.25000000,182.85714286,Low arrivals
19,fixed_0.2,0.20000000,0.20000000,1577,167,168,1576,3,68624.07665845,59291.20223290,26740.69795606,5103.42857143,154.28571429,164.57142857,-27765.93284827,182.50000000,182.85714286,Low arrivals
20,fixed_0.2,0.20000000,0.20000000,1576,162,169,1569,2,64533.78315655,55757.18864726,26797.55599532,5103.42857143,154.28571429,164.57142857,-24175.06122336,182.00000000,182.85714286,Low arrivals
21,fixed_0.2,0.20000000,0.20000000,1569,167,169,1567,4,61928.40622723,53506.14298033,24675.96864337,5103.42857143,154.28571429,164.57142857,-24045.60290838,182.75000000,182.85714286,Low arrivals
22,fixed_0.2,0.20000000,0.20000000,1567,171,170,1568,4,65352.15903839,56464.26540917,25760.92884131,5103.42857143,154.28571429,164.57142857,-25918.76513929,182.25000000,182.85714286,Low arrivals
23,fixed_0.2,0.20000000,0.20000000,1568,150,171,1547,4,57851.39177082,49983.60248999,26380.04297545,5103.42857143,154.28571429,164.57142857,-18818.98808597,182.00000000,182.85714286,Low arrivals
24,fixed_0.2,0.20000000,0.20000000,1547,170,164,1553,1,63763.63290372,55091.77882881,26457.32725379,5103.42857143,154.28571429,164.57142857,-23849.88014645,182.75000000,182.85714286,Low arrivals
25,fixed_0.2,0.20000000,0.20000000,1553,179,168,1564,2,63333.90596507,54720.49475382,23305.01496821,5103.42857143,154.28571429,164.57142857,-26630.90835705,182.00000000,182.85714286,Low arrivals
26,fixed_0.2,0.20000000,0.20000000,1564,165,167,1562,2,57535.09633814,49710.32323615,25789.64005928,5103.42857143,154.28571429,164.57142857,-19136.11174830,182.75000000,182.85714286,Low arrivals
27,fixed_0.2,0.20000000,0.20000000,1562,163,169,1556,3,60050.05134933,51883.24436582,21401.95029140,5103.42857143,154.28571429,164.57142857,-25696.72264585,182.50000000,182.85714286,Low arrivals
28,fixed_0.2,0.20000000,0.20000000,1556,86,167,1475,2,32666.82354290,28224.13554107,24816.25914743,5103.42857143,154.28571429,164.57142857,1376.69503494,182.75000000,182.85714286,Low arrivals
29,fixed_0.2,0.20000000,0.20000000,1475,89,168,1396,2,31076.53911331,26850.12979390,28909.14446711,5103.42857143,154.28571429,164.57142857,6843.58610178,182.75000000,182.85714286,Low arrivals
30,fixed_0.2,0.20000000,0.20000000,1396,101,168,1329,3,41695.72836641,36025.10930858,20398.46525201,5103.42857143,154.28571429,164.57142857,-10842.07262799,182.00000000,182.85714286,Low arrivals
31,fixed_0.2,0.20000000,0.20000000,1329,102,169,1262,3,39833.73206941,34416.34450797,27529.07416042,5103.42857143,154.28571429,164.57142857,-2102.69891898,182.00000000,182.85714286,Low arrivals
32,fixed_0.2,0.20000000,0.20000000,1262,91,173,1180,4,30067.32402188,25978.16795490,27265.22476271,5103.42857143,154.28571429,164.57142857,6071.62823638,182.75000000,182.85714286,Low arrivals
33,fixed_0.2,0.20000000,0.20000000,1180,104,167,1117,2,40307.23693861,34825.45271495,26046.70298328,5103.42857143,154.28571429,164.57142857,-3994.17830310,182.50000000,182.85714286,Low arrivals
34,fixed_0.2,0.20000000,0.20000000,1117,106,169,1054,4,35739.03563885,30878.52679196,23542.02059025,5103.42857143,154.28571429,164.57142857,-2551.93477314,182.75000000,182.85714286,Low arrivals
35,fixed_0.2,0.20000000,0.20000000,1054,99,167,986,1,36071.75850378,31165.99934726,25712.09826160,5103.42857143,154.28571429,164.57142857,-669.32965709,182.25000000,182.85714286,Low arrivals
36,fixed_0.2,0.20000000,0.20000000,986,107,166,927,0,40590.03484743,35069.79010818,20230.23707493,5103.42857143,154.28571429,164.57142857,-10054.98160468,182.25000000,182.85714286,Low arrivals
37,fixed_0.2,0.20000000,0.20000000,927,112,169,870,1,47285.56993493,40854.73242378,23016.29996371,5103.42857143,154.28571429,164.57142857,-13053.86103150,182.50000000,182.85714286,Low arrivals
38,fixed_0.2,0.20000000,0.20000000,870,90,166,794,3,37530.13270649,32426.03465840,24078.13153815,5103.42857143,154.28571429,164.57142857,-3563.33169168,182.00000000,182.85714286,Low arrivals
39,fixed_0.2,0.20000000,0.20000000,794,102,167,729,4,38404.72994419,33181.68667178,22891.36156961,5103.42857143,154.28571429,164.57142857,-5505.75367359,182.00000000,182.85714286,Low arrivals
40,fixed_0.2,0.20000000,0.20000000,729,98,172,655,6,43397.09907466,37495.09360050,21889.88126075,5103.42857143,154.28571429,164.57142857,-10820.64091118,182.00000000,182.85714286,Low arrivals
41,fixed_0.2,0.20000000,0.20000000,655,103,170,588,2,40354.70986733,34866.46932537,20415.38890130,5103.42857143,154.28571429,164.57142857,-9666.50899550,182.25000000,182.85714286,Low arrivals
42,fixed_0.2,0.20000000,0.20000000,588,97,170,515,1,38936.97714147,33641.54825023,25094.61704482,5103.42857143,154.28571429,164.57142857,-3762.35977684,182.25000000,182.85714286,Low arrivals
43,fixed_0.2,0.20000000,0.20000000,515,113,170,458,2,43345.39592339,37450.42207780,25933.65515557,5103.42857143,154.28571429,164.57142857,-6732.19549366,182.75000000,182.85714286,Low arrivals
44,fixed_0.2,0.20000000,0.20000000,458,89,169,378,1,37651.19873015,32530.63570285,26686.43288224,5103.42857143,154.28571429,164.57142857,-1059.63139204,182.00000000,182.85714286,Low arrivals
45,fixed_0.2,0.20000000,0.20000000,378,93,173,298,0,35760.62775326,30897.18237882,30669.43589239,5103.42857143,154.28571429,164.57142857,4556.82494214,182.25000000,182.85714286,Low arrivals
46,fixed_0.2,0.20000000,0.20000000,298,84,115,267,2,32141.40901864,27770.17739211,24079.64996874,5103.42857143,154.28571429,164.57142857,1094.04400520,120.00000000,182.85714286,Low arrivals
47,fixed_0.2,0.20000000,0.20000000,267,85,91,261,2,34164.93525293,29518.50405853,13832.42844259,5103.42857143,154.28571429,164.57142857,-10901.50418738,99.00000000,182.85714286,Low arrivals
48,fixed_0.2,0.20000000,0.20000000,261,95,87,269,2,35902.50923927,31019.76798273,14825.61311638,5103.42857143,154.28571429,164.57142857,-11409.58343778,93.75000000,182.85714286,Low arrivals
49,fixed_0.2,0.20000000,0.20000000,269,107,93,283,3,43307.23545689,37417.45143476,18641.64372450,5103.42857143,154.28571429,164.57142857,-13991.23628169,101.75000000,182.85714286,Low arrivals
50,fixed_0.2,0.20000000,0.20000000,283,89,108,264,1,31725.16030467,27410.53850324,15052.84284065,5103.42857143,154.28571429,164.57142857,-7573.12423402,117.25000000,182.85714286,Low arrivals
51,fixed_0.2,0.20000000,0.20000000,264,78,88,254,0,31616.29872007,27316.48209414,12984.67907941,5103.42857143,154.28571429,164.57142857,-9547.23158617,96.00000000,182.85714286,Low arrivals
52,fixed_0.2,0.20000000,0.20000000,254,95,83,266,1,35720.50397251,30862.51543224,13511.17166866,5103.42857143,154.28571429,164.57142857,-12566.77233502,92.50000000,182.85714286,Low arrivals
53,fixed_0.2,0.20000000,0.20000000,266,94,89,271,1,37862.16089015,32712.90700909,15254.51132343,5103.42857143,154.28571429,164.57142857,-12673.82425709,98.00000000,182.85714286,Low arrivals
54,fixed_0.2,0.20000000,0.20000000,271,105,97,279,4,38428.75483334,33202.44417601,13202.30737046,5103.42857143,154.28571429,164.57142857,-15215.56537698,103.50000000,182.85714286,Low arrivals
55,fixed_0.2,0.20000000,0.20000000,279,104,123,260,1,41778.92761437,36096.99345882,16849.52700593,5103.42857143,154.28571429,164.57142857,-14462.89502432,136.50000000,182.85714286,Low arrivals
56,fixed_0.2,0.20000000,0.20000000,260,150,100,310,1,58536.98458136,50575.95467830,15095.10156181,5103.42857143,154.28571429,164.57142857,-30696.28168792,108.25000000,182.85714286,Low arrivals
57,fixed_0.2,0.20000000,0.20000000,310,147,123,334,2,50475.97601302,43611.24327525,16979.63220627,5103.42857143,154.28571429,164.57142857,-21847.03964040,131.25000000,182.85714286,Low arrivals
58,fixed_0.2,0.20000000,0.20000000,334,152,130,356,3,57656.33683361,49815.07502424,22152.69383128,5103.42857143,154.28571429,164.57142857,-22877.80976439,136.25000000,182.85714286,Low arrivals
59,fixed_0.2,0.20000000,0.20000000,356,171,138,389,1,62231.25236220,53767.80204094,21023.24775652,5103.42857143,154.28571429,164.57142857,-27959.98285584,147.50000000,182.85714286,Low arrivals
60,fixed_0.2,0.20000000,0.20000000,389,170,143,416,1,67436.58757077,58265.21166114,26005.94898444,5103.42857143,154.28571429,164.57142857,-27474.69124813,152.75000000,182.85714286,Low arrivals
61,fixed_0.2,0.20000000,0.20000000,416,136,148,404,1,55202.63041839,47695.07268149,20426.05023290,5103.42857143,154.28571429,164.57142857,-22484.45102002,159.00000000,182.85714286,Low arrivals
62,fixed_0.2,0.20000000,0.20000000,404,135,131,408,0,53188.48963644,45954.85504588,20775.41354714,5103.42857143,154.28571429,164.57142857,-20394.87007017,143.25000000,182.85714286,Low arrivals
63,fixed_0.2,0.20000000,0.20000000,408,140,139,409,0,52195.85486866,45097.21860652,25835.93926343,5103.42857143,154.28571429,164.57142857,-14476.70791452,154.50000000,182.85714286,Low arrivals
64,fixed_0.2,0.20000000,0.20000000,409,129,141,397,3,46977.30294727,40588.38974644,19428.73882198,5103.42857143,154.28571429,164.57142857,-16375.07949589,152.75000000,182.85714286,Low arrivals
65,fixed_0.2,0.20000000,0.20000000,397,169,132,434,1,67676.24486211,58472.27556086,18048.22396036,5103.42857143,154.28571429,164.57142857,-35639.48017193,144.50000000,182.85714286,Low arrivals
66,fixed_0.2,0.20000000,0.20000000,434,135,157,412,3,51832.76576866,44783.50962412,23360.02723051,5103.42857143,154.28571429,164.57142857,-16638.91096505,168.50000000,182.85714286,Low arrivals
67,fixed_0.2,0.20000000,0.20000000,412,139,131,420,2,53379.85148906,46120.19168655,18808.58828862,5103.42857143,154.28571429,164.57142857,-22527.03196936,144.00000000,182.85714286,Low arrivals
68,fixed_0.2,0.20000000,0.20000000,420,145,151,414,2,53096.66517536,45875.51871151,23126.12225887,5103.42857143,154.28571429,164.57142857,-17964.82502407,167.25000000,182.85714286,Low arrivals
69,fixed_0.2,0.20000000,0.20000000,414,140,125,429,1,55252.67414202,47738.31045871,16909.15133932,5103.42857143,154.28571429,164.57142857,-26044.58769081,136.25000000,182.85714286,Low arrivals
