block,week,week_in_block,channel,saturation,assignment_probability,prior_memory,memory,displaced_out,displaced_in,attack_attempts,indexed_loss
10,40,1,1,0.20000000,0.33333333,0.42878298,0.36014809,180.07404343,263.98511109,1083.91106766,885.95795248
10,40,1,2,0.50000000,0.33333333,0.23288878,0.31302215,156.51107355,268.69770507,1112.18663152,643.43629876
10,40,1,3,0.80000000,0.33333333,0.73200744,0.75240521,376.20260310,224.75939916,848.55679606,439.19788706
10,40,1,4,0.50000000,0.33333333,0.72795872,0.65957110,329.78555136,234.04280951,904.25725815,557.39249684
10,40,1,5,0.20000000,0.33333333,0.56570773,0.45599541,227.99770574,254.40037863,1026.40267289,780.10440055
10,41,2,0,0.80000000,0.33333333,0.31265320,0.56120007,280.60003520,243.87993680,963.27990160,470.51650784
10,41,2,1,0.20000000,0.33333333,0.42878298,0.31210366,156.05183040,268.78957776,1112.73774736,1024.35021887
10,41,2,2,0.50000000,0.33333333,0.23288878,0.36911550,184.55775148,263.08839355,1078.53064207,749.21848275
10,41,2,3,0.80000000,0.33333333,0.73200744,0.76668364,383.34182217,223.33157941,839.98975724,369.20499248
10,41,2,4,0.50000000,0.33333333,0.72795872,0.61169977,305.84988595,238.82996665,932.98008070,600.70699580
10,41,2,5,0.20000000,0.33333333,0.56570773,0.37919679,189.59839402,262.08026504,1072.48187103,1086.65195423
10,42,3,0,0.80000000,0.33333333,0.31265320,0.63284005,316.42002464,236.71595576,920.29593112,556.33479618
10,42,3,1,0.20000000,0.33333333,0.42878298,0.27847256,139.23628128,272.15270443,1132.91642315,937.95670212
10,42,3,2,0.50000000,0.33333333,0.23288878,0.40838085,204.19042604,259.16187548,1054.97144945,688.71970919
10,42,3,3,0.80000000,0.33333333,0.73200744,0.77667855,388.33927552,222.33210559,833.99283007,352.27417760
10,42,3,4,0.50000000,0.33333333,0.72795872,0.57818984,289.09492017,242.18097666,953.08605649,635.91726797
10,42,3,5,0.20000000,0.33333333,0.56570773,0.32543775,162.71887581,267.45618553,1104.73730972,783.08376038
10,43,4,0,0.80000000,0.33333333,0.31265320,0.68298803,341.49401725,231.70116903,890.20715178,438.95968574
10,43,4,1,0.20000000,0.33333333,0.42878298,0.25493079,127.46539690,274.50689310,1147.04149621,948.78592303
10,43,4,2,0.50000000,0.33333333,0.23288878,0.43586660,217.93329823,256.41331284,1038.48001461,768.18467474
10,43,4,3,0.80000000,0.33333333,0.73200744,0.78367499,391.83749286,221.63247391,829.79498105,370.67489670
10,43,4,4,0.50000000,0.33333333,0.72795872,0.55473289,277.36644412,244.52668366,967.16023954,740.30253643
10,43,4,5,0.20000000,0.33333333,0.56570773,0.28780643,143.90321307,271.21932987,1127.31611680,933.57318923
11,44,1,0,0.80000000,0.33333333,0.68298803,0.71809162,359.04581207,228.19081832,869.14500625,482.18889982
11,44,1,1,0.80000000,0.33333333,0.25493079,0.41845156,209.22577783,258.15482517,1048.92904735,534.00974704
11,44,1,2,0.20000000,0.33333333,0.43586660,0.36510662,182.55330876,263.48931899,1080.93601023,918.72347925
11,44,1,3,0.50000000,0.33333333,0.78367499,0.69857249,349.28624500,230.14273174,880.85648673,753.64648443
11,44,1,4,0.20000000,0.33333333,0.55473289,0.44831302,224.15651088,255.16867856,1031.01216768,839.10052954
11,44,1,5,0.50000000,0.33333333,0.28780643,0.35146450,175.73224915,264.85353091,1089.12128176,657.52895062
11,45,2,0,0.80000000,0.33333333,0.68298803,0.74266414,371.33206845,225.73357283,854.40150437,425.09038701
11,45,2,1,0.80000000,0.33333333,0.25493079,0.53291609,266.45804448,246.70837762,980.25033314,541.69591475
11,45,2,2,0.20000000,0.33333333,0.43586660,0.31557463,157.78731613,268.44252329,1110.65520716,802.54150517
11,45,2,3,0.50000000,0.33333333,0.78367499,0.63900074,319.50037150,236.09991222,916.59954071,786.00241333
11,45,2,4,0.20000000,0.33333333,0.55473289,0.37381912,186.90955762,262.61807499,1075.70851738,928.81492168
11,45,2,5,0.50000000,0.33333333,0.28780643,0.39602515,198.01257440,260.39747164,1062.38489723,682.66195042
11,46,3,0,0.80000000,0.33333333,0.68298803,0.75986490,379.93244792,224.01350098,844.08105306,365.87052607
11,46,3,1,0.80000000,0.33333333,0.25493079,0.61304126,306.52063114,238.69586433,932.17523320,492.11457854
11,46,3,2,0.20000000,0.33333333,0.43586660,0.28090224,140.45112129,271.90976630,1131.45864501,988.37667179
11,46,3,3,0.50000000,0.33333333,0.78367499,0.59730052,298.65026005,240.26993855,941.61967850,731.94700307
11,46,3,4,0.20000000,0.33333333,0.55473289,0.32167338,160.83669033,267.83265250,1106.99596216,1107.78946606
11,46,3,5,0.50000000,0.33333333,0.28780643,0.42721760,213.60880208,257.27823015,1043.66942806,801.49704998
11,47,4,0,0.80000000,0.33333333,0.68298803,0.77190543,385.95271354,222.80945069,836.85673714,436.90681209
11,47,4,1,0.80000000,0.33333333,0.25493079,0.66912888,334.56444180,233.08710503,898.52266324,499.94810269
11,47,4,2,0.20000000,0.33333333,0.43586660,0.25663157,128.31578490,274.33683641,1146.02105151,968.91457431
11,47,4,3,0.50000000,0.33333333,0.78367499,0.56811036,284.05518204,243.18895699,959.13377495,725.41675916
11,47,4,4,0.20000000,0.33333333,0.55473289,0.28517137,142.58568323,271.48285675,1128.89717351,889.85421493
11,47,4,5,0.50000000,0.33333333,0.28780643,0.44905232,224.52616146,255.09476110,1030.56859964,743.02779443
